GeneSymbol	D3_INT_EPI_GL_C	D3_ISO2_EPI_1	D3_ISO2_EPI_2
RPL19P5_ENSG00000230580	0	0	0
ACTG1P14_ENSG00000230581	0.03	0	0.24
GTF2IRD1P1_ENSG00000230583	0	0	0
CCT5P2_ENSG00000230584	0	0	0
PHB1P12_ENSG00000230585	0	0	0
LINC02580	0.43	1.2	1.71
IMP3P1_ENSG00000230589	0	0	0
FTX	1.21	2.02	2.22
RPSAP8_ENSG00000230592	0	0	0
PPIAP40_ENSG00000230593	0	0	0
CT47A4	0	0	0
RSL24D1P2_ENSG00000230595	0	0	0
GPAA1P2_ENSG00000230596	0	0	0
ENSG00000230597	0	0	0
OR2H4P_ENSG00000230598	0	0	0
ENSG00000230599	0	0	0
ENSG00000230600	0	0	0
TEX48	0	0	0
ENSG00000230603	0	0	0
TSEN15P2_ENSG00000230604	0	0	0
MTCYBP6_ENSG00000230605	0	0	0
AC092683.1	0.24	0.9	1.22
ENSG00000230607	0	0	0
COX7CP4_ENSG00000230609	0	0	0
HMGB1P27_ENSG00000230611	0	0	0
ENSG00000230612	0	0	0
HM13-AS1	0	0.36	0
DYNLL1P7_ENSG00000230614	0	0	0
ENSG00000230615	0.13	0.44	0.42
ENSG00000230617	0	0	0
H3P12_ENSG00000230618	0	0	0
ENSG00000230621	0	0	0
UQCRHP1_ENSG00000230622	0	0	0
ENSG00000230623	0	0	0
ENSG00000230626	0.1	0.11	0.14
ENSG00000230627	0	0	0
ENSG00000230628	0	0	0.01
RPS23P8_ENSG00000230629	2.82	5.13	4.98
DNM3OS	0	0	0
ENSG00000230631	0	0	0
FAM136EP_ENSG00000230634	0	0	0
CYP4F60P_ENSG00000230635	0	0	0
RPL36P1_ENSG00000230636	0	0	0
ENSG00000230637	0	0	0
ENSG00000230638	0	0.06	0.07
VN1R36P_ENSG00000230639	0	0	0
ENSG00000230643	0	0	0
LINC01818	0	0	0
KLF2P2_ENSG00000230646	0	0	0
ENSG00000230647	0	0	0
ENSG00000230648	0	0	0
ENSG00000230649	0	0	0
ENSG00000230650	0	0.1	0.06
RGPD4-AS1	0	0	0
MTCO2P25_ENSG00000230654	0	0	0
OR7E55P_ENSG00000230655	0	0	0
PRB4	0	0	0
KLHL7-DT	0	0	0
ENSG00000230659	0	0	0
YY1P1_ENSG00000230661	0	0	0
TNPO1P2_ENSG00000230662	0	0	0
FAM224B	0	0	0
THAP12P1_ENSG00000230665	0	0	0
CEACAM22P_ENSG00000230666	0	0	0
SETSIP	0.07	0.12	0
ENSG00000230668	0	0	0
NDUFS5P5_ENSG00000230671	0	0	0
PABPC1P3_ENSG00000230673	0	0	0
ENSG00000230676	0	0	0
ENO1-AS1	0	0	0
ENSG00000230680	0	0	0
CEACAMP4_ENSG00000230681	0	0	0
GRPEL2P3_ENSG00000230682	0	0	0
DDTP1_ENSG00000230683	0	0	0
ENSG00000230684	0	0	0
ENSG00000230686	0	0	0
ENSG00000230687	0	0	0
ENSG00000230690	0	0	0
MRPL35P4_ENSG00000230691	0	0	0
ENSG00000230694	0	0	0
AC012462.3	0	0	0
ENSG00000230696	0	0	0
SAP18P3_ENSG00000230697	0	0	0
ENSG00000230698	0	0	0
FBXW4P1_ENSG00000230701	0.08	0	0.23
RPL31P30_ENSG00000230702	0	0	0
AL591178.2	0	0	0.12
ENSG00000230704	0	0	0
TMEM184CP1_ENSG00000230706	0	0	0
HAPSTR2_ENSG00000230707	0	0	0
ENSG00000230709	0	0	0
LINC00332	0	0	0
CTAGE13P_ENSG00000230711	0	0	0
GGTLC4P_ENSG00000230712	0	0	0
ENSG00000230714	0	0	0
ENSG00000230715	2.2	0	0.6
KRT8P7_ENSG00000230716	0	0	0
ENSG00000230718	0	0	0
LINC02644	0	0	0
RPL17P5_ENSG00000230721	0	0	0
LINC01001	0.08	0.35	0.18
ENSG00000230725	0	0	0
RBMY2WP_ENSG00000230727	0	0	0
ENSG00000230728	0	0	0
ENSG00000230729	0	0	0
ENSG00000230730	0	0	0
AL589745.1	0	0.03	0
ENSG00000230732	0.02	0.09	0.15
ENSG00000230733	0.43	0.38	0.15
RPL10P3_ENSG00000230734	0	0	0
ENSG00000230735	0	0	0
ENSG00000230736	0	0	0
ENSG00000230737	0	0	0
ENSG00000230739	0	0	0
ENSG00000230741	0	0	0
ENSG00000230746	0	0	0
ENSG00000230747	0	0	0
PRELID1P7_ENSG00000230748	0	0	0
MEIS1-AS2	0	0	0
SDAD1P2_ENSG00000230750	0	0	0
ENSG00000230751	0	0	0
ZNF341-AS1	0	0	0
MTATP6P23_ENSG00000230755	0	0	0
RHOQP3_ENSG00000230756	0	0	0
NFU1P1_ENSG00000230757	0	0	0
SNAP23P1_ENSG00000230758	0	0	0.76
ENSG00000230759	0	0	0
MTND1P4_ENSG00000230764	0	0	0
LINC01676	0	0	0
RFKP4_ENSG00000230769	0	0.09	0
VN1R108P_ENSG00000230772	0	0	0
ENSG00000230773	0	0	0
RPS29P5_ENSG00000230777	0	0	0
ANKRD63	0	0	0
RPLP0P4_ENSG00000230779	0	0	0
ENSG00000230781	0	0	0
ENSG00000230782	0	0	0.05
RPS3AP13_ENSG00000230783	0	0	0
ENSG00000230785	0	0	0
PSAT1P3_ENSG00000230787	0	0	0
CTDSPL2P2_ENSG00000230788	0	0	0
ARHGAP26-IT1	0	0	0
ENSG00000230790	0	0	0
SMARCE1P5_ENSG00000230793	0	0	0
ENSG00000230794	0	0	0
HLA-K_ENSG00000230795	0.54	1.02	1.1
ENSG00000230796	0	0	0
YY2	0	0.03	0
FOXD3-AS1	0	0	0
RPS2P16_ENSG00000230799	0	0	0
ENSG00000230801	0	0	0
ENSG00000230803	0	0	0
CDRT15P14_ENSG00000230804	0	0	0
ENSG00000230805	0	0	0
SRGAP2-AS1	0	0	0
UBA52P4_ENSG00000230807	0	0	0
RPS6P15_ENSG00000230809	0	0	0
ENSG00000230813	0	0	0
USP9YP24_ENSG00000230814	0	0	0
ENSG00000230815	0	0	0
LINC01362	0	0	0
MTND2P16_ENSG00000230818	0	0	0
ZNF736P5Y_ENSG00000230819	0	0	0
ENSG00000230820	0	0	0
ENSG00000230821	0	0	0
CBX1P1_ENSG00000230823	0	0	0
AC005532.1	5.66	3.88	2.64
ENSG00000230826	0	0.09	0
ENSG00000230828	0	0	0
ENSG00000230829	0	0	0
ARPP21-AS1	0	0	0
ENSG00000230831	0	0	0
SSBL4P_ENSG00000230832	0	0	0
RPEP3_ENSG00000230833	0	0	0
ENSG00000230834	0	0	0
ENSG00000230835	0	0.24	0.2
LINC01293	0.07	0.07	0.36
RPL31P2_ENSG00000230837	0	0	0
LINC01614	0	0	0
ENSG00000230840	0	0	0
RPL23AP15_ENSG00000230841	0	0	0
ENSG00000230843	0	0	0
ZNF674-AS1	0	0	0
GSTA10P_ENSG00000230845	0	0	0
ENSG00000230846	0	0	0
OCLNP1_ENSG00000230847	21.31	30.88	29.32
ENSG00000230848	0	0	0
GOT2P2_ENSG00000230849	0	0.05	0
VPS51P5_ENSG00000230851	0	0	0
LINC02857	0	0	0
RPL10P11_ENSG00000230853	0	0	0
USP9YP20_ENSG00000230854	0	0	0
YRDCP3_ENSG00000230859	0	0	0
CCNB1IP1P2_ENSG00000230860	0	0	0
ENSG00000230863	0	0	0
ENSG00000230864	0	0	0
TSEN15P1_ENSG00000230865	0	0	0
LINC02558	0	0	0
ENSG00000230867	0	0	0
AGAP10P_ENSG00000230869	0	0	0
FBXW11P1_ENSG00000230870	0	0	0.13
RPS6P23_ENSG00000230871	0	0	0
MFSD13B_ENSG00000230872	0	0.1	0
STMND1	0	0.02	0
LINC00486	0	0	0
RBMX2P4_ENSG00000230879	0	0	0
ENSG00000230881	0	0	0
ENSG00000230882	1.18	2.69	2.87
HMGB1P25_ENSG00000230886	0	0	0
SHC1P1_ENSG00000230889	0	0	0
LINC00692	0	0	0
ENSG00000230894	0	0	0
ENSG00000230896	0.06	0.98	0.56
RPS18P12_ENSG00000230897	0	0	0.16
ENSG00000230898	0	0	0.07
MAGEA8-AS1	0	0	0
FAM204CP_ENSG00000230902	0	0	0
XKRYP2_ENSG00000230904	0	0	0
ENSG00000230908	0	0	0
AL391807.1	0	0	0
PPIHP1_ENSG00000230911	0	0	0
ENSG00000230912	0	0	0
NPM1P51_ENSG00000230913	0	0	0
KIF19BP_ENSG00000230914	0	0	0
MTCO1P53_ENSG00000230916	0	0	0
AC008063.1	0	0	0
ENSG00000230920	0	0	0
HAO2-IT1	0	0	0
ENSG00000230922	0	0	0
LINC00309	0	0	0
ENSG00000230926	0	0	0
TMBIM7P_ENSG00000230927	0	0	0
ENSG00000230928	0	0	0
ENSG00000230929	0	0	0
GXYLT1P1_ENSG00000230931	0	0	0
ENSG00000230932	0	0	0
ENSG00000230934	0	0	0
RPS3P1_ENSG00000230935	0	0	0
ENSG00000230936	0	0	0
MIR205HG	0	0	0
ENSG00000230941	0	0	0
HMGN1P5_ENSG00000230942	0	0	0
LINC02541	0.13	0.14	0.09
ENSG00000230944	0	0	0
LINC01507	0	0	0
HNRNPA1P68_ENSG00000230946	0	0.03	0
ENSG00000230947	0	0	0
AURKBP1_ENSG00000230948	0	0	0
MTND2P21_ENSG00000230950	0	0	0
GPS2P2_ENSG00000230951	0.03	0.08	0
AC099344.1	0	0	0
ENSG00000230953	0	0	9.14
AL929472.2	0.01	0.18	0
CAPZA1P1_ENSG00000230956	0	0	0
ENSG00000230958	0	0	0
ENSG00000230960	0	0	0
LINC01520	0	0	0
ENSG00000230964	0	0	0
SNX18P13_ENSG00000230965	0	0	0
ENSG00000230967	0	0	0
ENSG00000230968	0	0	0
LINC02090	0	0	0
HHATL-AS1	0	0	0
ENSG00000230972	0	0	0
ENSG00000230973	0	0	0
ENSG00000230975	0	0	0
ENSG00000230977	0	0	0
LINC00160	0	0	0
ENSG00000230979	0.07	0.31	0
RPL36AP39_ENSG00000230980	0	0	0
DSTNP1_ENSG00000230982	0.09	0.1	0
DDX3P2_ENSG00000230986	0	0	0
ENSG00000230987	0	0	0
RPL23AP11_ENSG00000230988	0	0	0
HSBP1	17.99	13.27	13.33
ENSG00000230990	0	0	0
ENSG00000230991	0	0	0
FAM201B_ENSG00000230992	0	0	0
RPL12P15_ENSG00000230993	0	0	0
FGFR3P1_ENSG00000230994	0	0	0
RAB42P1_ENSG00000230997	0	0	0
MTND5P8_ENSG00000230999	0	0	0
CCNB1IP1P3_ENSG00000231001	0	0	0
CECR9_ENSG00000231004	0	0	0
RPL39P39_ENSG00000231005	0	0	0
RPL7P32_ENSG00000231006	0.09	0	0
CDC20P1_ENSG00000231007	0	0.02	0
CUBNP1_ENSG00000231009	0	0	0
ENSG00000231010	0.02	0	0
ENSG00000231011	0	0	0
AC013275.1	0	0.03	0
ENSG00000231015	0	0	0
RPS27P10_ENSG00000231017	0	0	0
EIF4A1P3_ENSG00000231018	0	0	0
LINC00373	0	0	0
ENSG00000231020	0	0	0
RPS3AP9_ENSG00000231022	0	0	0
LINC00326	0	0	0
ENSG00000231024	0	0	0
XKRYP4_ENSG00000231026	0	0	0
LINC00271	0	0	0.07
ENSG00000231029	0	0	0
LINC01804	0	0	0.01
CEP19P1_ENSG00000231032	0	0	0
ENSG00000231034	0	0	0
RPL7L1P9_ENSG00000231035	0	0	0
ENSG00000231039	0	0	0.17
LINC01911	0	0	0
ENSG00000231043	0.08	0.07	0.12
AL360227.1	0	0	0
GCNT1P3_ENSG00000231047	0	0	0
OR52B5P_ENSG00000231049	0	0	0
AL109917.1	0.03	0	0
USP17L28	0	0	0
ENSG00000231052	0	0	0
TRAPPC2LP1_ENSG00000231053	0	0	0
ENSG00000231054	0	0	0
LINC02522	0	0	0
AC096637.2	0	0	0
MSANTD2P1_ENSG00000231058	0	0	0
FARSBP1_ENSG00000231060	0	0	0
LINC00395	0	0	0
ENSG00000231062	0	0	0
RPL6P6_ENSG00000231063	0	0	0
AC234582.1	0.09	0	0.15
NPM1P9_ENSG00000231066	0	0	0
KRTAP21-3	0	0	0
ENSG00000231069	0	0	0
OR52Y1P_ENSG00000231070	0	0	0
IDI1P3_ENSG00000231071	0	0	0
GAPDHP64_ENSG00000231072	0	0	0
ENSG00000231073	0	0	0
HCG18	1.2	0.99	0.7
ENSG00000231078	0	0	0
AC105402.3	0	0	0
ENSG00000231080	0	0	0
ENSG00000231081	0	0	0
LINC02655	0	0	0
ENSG00000231083	0	0	0
RPL22P24_ENSG00000231084	0	0	0
TSSK1A_ENSG00000231086	0	0	0
FDPSP7_ENSG00000231087	0.11	0.06	0
MIR4422HG	0	0	0
ENSG00000231092	0	0	0
TRMT1P1_ENSG00000231093	0	0	0
GYG1P3_ENSG00000231095	0	0	0
NDUFB4P3_ENSG00000231096	0	0	0
ENSG00000231098	0	0	0
BMS1P19_ENSG00000231099	0	0	0
ENSG00000231100	0	0	0
ENSG00000231102	0.12	0	0
PRAMEF30P_ENSG00000231103	0	0	0
ENSG00000231104	0	0	0
AL031728.1	0.15	0.15	0.13
LINC01436	0	0	0
LINC01508	0	0	0
PRELID3BP11_ENSG00000231108	0	0	0
ENSG00000231110	0	0	0
MTHFD2P3_ENSG00000231112	0	0	0
AL035587.1	0.05	0	0.17
ENSG00000231114	0	0	0
ENSG00000231119	0.01	0.13	0.16
BTF3P10_ENSG00000231120	0	0	0
FAM25EP_ENSG00000231122	0	0	0
SPATA20P1_ENSG00000231123	0	0	0
UBE2V1P11_ENSG00000231124	0	0	0
ENSG00000231125	0	0	0
ENSG00000231128	0	0	0
HLA-T_ENSG00000231130	0	0	0
LNCAROD	0	0.34	0.68
ENSG00000231132	0	0	0
HAR1B	0	0	0.01
TCF7L1-IT1	0	0	0
ENSG00000231136	0	0	0
RBM22P5_ENSG00000231137	0	0.15	0
ENSG00000231138	0	0	0
ENSG00000231139	0	0	0
ENSG00000231140	0	0	0
TTTY3	0	0	0
ENSG00000231143	0	0	0
EEF1A1P40_ENSG00000231144	0	0	0
ARHGAP42P2_ENSG00000231147	0	0	0
HMGB1P7_ENSG00000231148	0	0	0.2
ENSG00000231149	0	0	0
AL034345.2	0	0	0
MTND2P15_ENSG00000231152	0	0	0
ENSG00000231153	0	0	0
MORF4L2-AS1	0	0	0.03
ENSG00000231156	0	0	0
PTP4A1P1_ENSG00000231158	0	0	0
OFD1P8Y_ENSG00000231159	0	0	0
KLF3-AS1	0.02	0.07	0.1
COX11P1_ENSG00000231162	0	0	0
CSMD2-AS1	0	0	0
RPL7P56_ENSG00000231164	0	0	0
TRBV26OR9-2	0	0	0
TUBB4BP6_ENSG00000231166	0	0	0
YBX1P2_ENSG00000231167	0.12	0.07	0
EEF1B2P1_ENSG00000231169	0	0.22	0
AC002451.1	0	0	0
LINC01098	0	0	0
AC007099.1	0	0	0
ENSG00000231173	0	0	0
LINC01720	0	0	0
LINC00852	0.13	0	0.35
ENSG00000231178	0	0	0
ENSG00000231181	0	0	0
ENSG00000231183	0	0	0
CCNQP3_ENSG00000231184	0	0	0
SPRY4-AS1	0.19	0	0.1
AL356056.2	0	0	0
ENSG00000231188	0	0	0
ENSG00000231189	0	0	0
OR5H1	0	0	0
ENSG00000231193	0	0	0
FARP1-AS1	0	0	0
IFNA11P_ENSG00000231195	0	0	0
ENSG00000231198	0	0	0
MTND5P19_ENSG00000231199	0	0	0
ENSG00000231201	0	0	0
TRGVB	0	0	0
KRT8P10_ENSG00000231203	0.26	0.46	0.39
ENSG00000231204	0	0	0
ZNF826P_ENSG00000231205	0	0	0
HNRNPA1P25_ENSG00000231206	0	0	0
ENSG00000231207	0	0	0
ZBTB46-AS1	0	0	0
LINC01510	0.19	0.12	0.08
RPL17P49_ENSG00000231211	0	0	0
ENSG00000231212	0	0	0
PLSCR5	0	0	0
AC004674.1	0	0	0
PRAMEF32P_ENSG00000231219	0	0	0
LINC01593	0	0	0.22
ARF4P4_ENSG00000231222	0	0	0
TRIM31-AS1	0.07	0.07	0
ENSG00000231227	0	0	0
ARPP19P1_ENSG00000231228	0	0	0.15
LINC01423	0	0	0
ENSG00000231232	0	0	0
CFAP58-DT	0	0	0
SKP1P1_ENSG00000231234	0.09	0.62	0.03
CTNNBL1P1_ENSG00000231235	0	0	0.01
ENSG00000231236	0	0	0
OR6K1P_ENSG00000231237	0	0	0
LINC00349	0	0	0
KLF2P1_ENSG00000231240	0	0	0
RPS3AP3_ENSG00000231241	0	0	0
ENSG00000231243	0	0	0
PSMC1P3_ENSG00000231244	0	0	0
C1DP1_ENSG00000231245	0	0.1	0.2
AL445426.1	0.07	0	0
FAM242D	0	0	0
ITPR1-DT	0	0	0
ENSG00000231251	0	0	0
ENSG00000231252	0	0	0
LINC01640	0	0	0
PCED1CP_ENSG00000231254	0	0	0
ENSG00000231255	0	0	0
CFAP97D1	0	0.01	0
ZSWIM5P2_ENSG00000231258	0	0	0
ANAPC1P2_ENSG00000231259	0.13	0.16	0.24
HMGN2P10_ENSG00000231261	0	0	0
ARAFP1_ENSG00000231264	0	0	0
TRERNA1	0	0	0
ENSG00000231266	0	0	0
COBLP1_ENSG00000231270	0	0	0
ENSG00000231271	0	0	0
ENSG00000231272	0	0	0
SBK3	0.02	0.02	0
E2F4P1_ENSG00000231276	0	0	0
OR9S24P_ENSG00000231278	0	0	0
SALL4P6_ENSG00000231280	0	0	0
APCDD1L-DT	0	0	0
ENSG00000231291	0	0	0
IGKV1OR2-108	0	0	0
RPL36AP6_ENSG00000231293	0	0	0
ENSG00000231295	0	0	0
ENSG00000231296	0	0	0
ENSG00000231297	0	0	0
MANCR	0.18	0.4	0.4
SEPTIN14P24_ENSG00000231299	0	0	0
EZH2P1_ENSG00000231300	0	0	0
RPL13AP_ENSG00000231301	0	0	0
RPL36P2_ENSG00000231302	0	0	0
SGO1-AS1	0	0	0
AC112484.1	0	0	0.04
RPS3P2_ENSG00000231307	0	0	0.04
TBL1XR1-AS1	0	0	0.29
PRYP2_ENSG00000231311	0	0	0
MAP4K3-DT	3.21	3.41	2.28
CLIC1P1_ENSG00000231313	0	0	0
RPL31P29_ENSG00000231316	0	0	0
ENSG00000231317	0	0	0
RPL13AP17_ENSG00000231322	0	0	0.27
ENSG00000231324	0	0	0
LINC02662	0	0	0
LINC01816	0	0.07	0
TPT1P7_ENSG00000231328	0	0	0
ENSG00000231329	0.17	3.19	0.81
ENSG00000231331	0	0	0
OOEP-AS1	0	0	0
RPL34P6_ENSG00000231333	0	0	0
AC104781.1	0	0	0
ENSG00000231336	0	0	0
ACTG1P10_ENSG00000231340	0	0	0
VDAC1P6_ENSG00000231341	0.18	0.08	0.03
ENSG00000231344	0	0	0
BEND3P1_ENSG00000231345	0.01	0	0
LINC01160	0	0.05	0
RPL7L1P22_ENSG00000231349	0	0	0
WBP1P1_ENSG00000231351	0	0	0
ENSG00000231353	0	0	0
ENSG00000231355	0	0	0
MTFR1P1_ENSG00000231356	0	0	0
ENSG00000231357	0	0	0
ENSG00000231358	0	0	0
RPL31P34_ENSG00000231359	0	0	0
RPS29P23_ENSG00000231361	0	0	0
RPL39P17_ENSG00000231362	0	0	0
LINC01712	0	0	0
WARS2-AS1	0.36	0.36	0.34
RPS26P40_ENSG00000231366	0	0	0
LINC02613	0	0	0
RPSAP40_ENSG00000231368	0	0	0
RPL15P22_ENSG00000231369	0	0	0
AKR1B1P8_ENSG00000231371	0	0	0
GNA14-AS1	0	0	0
CDY17P_ENSG00000231375	0	0	0
HMGN2P16_ENSG00000231376	0	0	0
NDUFAF4P4_ENSG00000231378	0	0	0
RNF2P1_ENSG00000231381	0	0	0.15
NBPF21P_ENSG00000231382	0	0	0
FGF12-AS1	0	0	0
NAP1L5P1_ENSG00000231384	0	0	0
MOB4P1_ENSG00000231386	0	0	0
FMN2P1_ENSG00000231388	0	0	0
HLA-DPA1	0.18	0	0.04
SNX18P8_ENSG00000231390	0	0	0
ENSG00000231392	0	0	0
ENSG00000231393	0	0	0
ENSG00000231394	0	0	0
ARL4AP4_ENSG00000231395	0	0	0
USP17L10	0	0	0
ENSG00000231397	0	0	0
ENSG00000231398	0	0	0
SNRPEP8_ENSG00000231399	0	0	0
ENSG00000231401	0	0	0
WASF5P_ENSG00000231402	0	0	0
ENSG00000231403	0.06	0	0
RAC1P3_ENSG00000231404	0	0	0
ENSG00000231405	0	0	0
GORAB-AS1	0	0	0
RPL36AP8_ENSG00000231409	0.68	0	0
DUX4L31_ENSG00000231411	0	0	0
AC005392.2	1.02	0.4	0.04
ENSG00000231413	0	0	0
RPL39P15_ENSG00000231414	0	8.8	0
ENSG00000231416	0	0	0
IRX1P1_ENSG00000231417	0	0	0
ENSG00000231418	0	0	0
LINC00689	0	0	0
LINC01817	0	0	0
ENSG00000231421	0	0	0
LINC01516	0	0	0
RAB9AP5_ENSG00000231423	0	0	0
ENSG00000231424	0.05	0	0
FILNC1	0	0	0
LINC01445	0	0	0
LINC00396	0	0	0
FAR2P4_ENSG00000231431	0	0	0
HSP90AA3P_ENSG00000231434	0	0	0.01
RBMY3AP_ENSG00000231436	0	0	0
LINC01750	0	0	0
WASIR2	0	0	0
ENSG00000231440	0	0	0
AL512422.1	0	0.07	0.15
LARP1BP1_ENSG00000231442	0	0	0
PPP4R2P2_ENSG00000231443	0	0	0
TIMM8AP1_ENSG00000231445	0	0	0
ENSG00000231447	0	0	0
RPS16P4_ENSG00000231449	0	0	0
LINC01305	0	0	0
ENSG00000231454	0	0	0
RNASEH1P2_ENSG00000231458	0	0	0
ENSG00000231460	0	0	0
HLA-DPA2_ENSG00000231461	0	0	0
PPP4R2P3_ENSG00000231464	0	0	0
ENSG00000231466	0.46	0	0
ENSG00000231467	0	0	0
PRDX3P2_ENSG00000231468	0	0	0
HMGB3P2_ENSG00000231470	0	0	0
HMGN2P34_ENSG00000231471	0	0	0
RB1-DT	0	0	0.03
IGHV4-31	0	0	0
ENSG00000231476	0	0	0
ENSG00000231477	0	0	0
FCF1P9_ENSG00000231478	0	0	0
SNRPGP13_ENSG00000231480	0	0	0
ENSG00000231482	0	0.07	0
ENSG00000231484	0	0	0
ENSG00000231487	0	0	0
ENSG00000231489	0	0	0
RPL7L1P2_ENSG00000231490	0	0.1	0
JKAMPP1_ENSG00000231491	0	0	0
ENSG00000231492	0	0	0
RPL21P35_ENSG00000231494	0	0	0
ENSG00000231495	0	0	0
ENSG00000231496	0	0	0
RPS18	156.07	131.32	109.91
MTND4LP1_ENSG00000231501	0	0	0
PTMAP4_ENSG00000231503	0	0	0
NMD3P2_ENSG00000231504	0	0	0
ENSG00000231505	0	0	0
LINC01353	0	0	0
RPL34P20_ENSG00000231508	0	0	0
ENSG00000231509	0	0	0
LINC02782	0	0	0
SEPTIN14P21_ENSG00000231512	0	0	0
E2F6P4_ENSG00000231513	0	0	0
CCNQP2_ENSG00000231514	0	0	0
ENSG00000231515	0	0	0
CBX1P5_ENSG00000231516	0	0	0
ENSG00000231519	0	0	0.39
ENSG00000231521	0	0	0
SEPTIN14P1_ENSG00000231523	0	0	0
ENSG00000231525	0	0	0
FAM27C	0.01	0	0
FAM225A	0	0	0
LINC02779	0	0	0
ENSG00000231530	0	0	0
HINT1P1_ENSG00000231531	0	0	0
LINC01249	0	0	0
ENSG00000231533	0	0	0
FBXO36-IT1	0	0	0
LINC00278	0.02	0	0
ENSG00000231536	0	0	0
MTCO3P10_ENSG00000231537	0	0	0
DPP10-AS3	0	0	0
ENSG00000231539	0	0	0
ELOCP9_ENSG00000231540	0	0	0
RPS6P2_ENSG00000231541	0	0	0
TAB3-AS1	0	0	0
RSL24D1P11_ENSG00000231544	0	0	0
RPL3P5_ENSG00000231546	0	0	0
ENSG00000231547	0	0	0
OR55B1P_ENSG00000231548	0	0	0
ATP5MKP1_ENSG00000231549	0	0	0
PTCHD3P2_ENSG00000231550	0.12	0	0.04
PDE4DIPP6_ENSG00000231551	0	0	0
IGBP1P3_ENSG00000231552	0	0	0
MRM3P1_ENSG00000231553	0	0	0
RSL24D1P3_ENSG00000231556	0	0	0
ENSG00000231557	0	0	0
ENSG00000231559	0	0	0
CLEC12A-AS1	0	0	0
CEACAMP5_ENSG00000231561	0	0	0
RPL7AP44_ENSG00000231562	0	0.18	0
ENSG00000231563	0	0	0.1
EIF4A1P11_ENSG00000231564	0	0	0
NEK2P2_ENSG00000231565	0	0	0
MTND2P19_ENSG00000231567	0	0	0
S100A11P7_ENSG00000231568	0	0	0
ENSG00000231569	0	0	0
PPIAP63_ENSG00000231570	0	0	0
LINC02015	0	0	0
MTCO2P20_ENSG00000231576	0	0	0
RPL7P21_ENSG00000231579	0	0	0.04
MTND4LP21_ENSG00000231582	0	0	0
ENSG00000231583	0	0	0
FAHD2CP_ENSG00000231584	0	0	0
ENSG00000231585	0	0	0
RPS23P9_ENSG00000231586	0	0	0
SNORD62B_ENSG00000231587	0	0	0
SHQ1P1_ENSG00000231588	0.09	0.19	0
ENSG00000231589	0	0	0
ENSG00000231590	0	0	0
ENSG00000231593	0	0	0
ENSG00000231597	0	0	0
ENSG00000231600	0	0	0
ENSG00000231601	0	0	0
ENSG00000231603	0	0	0
ENSG00000231604	0	0	0
LINC01363	0	0	0
ENSG00000231606	0	0	0
DLEU2	0.02	0.04	0.12
AC007098.1	0	0.04	0.02
PIK3CDP1_ENSG00000231610	0	0	0
ENSG00000231612	0	0	0
ENSG00000231613	0	0	0
ENSG00000231615	0	0	0.51
ENSG00000231616	0	0	0
ANAPC15P1_ENSG00000231619	0	0	0
ENSG00000231620	0	0	0
AC013264.1	0	0	0
RPS29P7_ENSG00000231622	0	0	0
SLC47A1P2_ENSG00000231625	0	0	0
ENSG00000231626	0	0	0
ENSG00000231628	0	0.18	0.16
ENSG00000231630	0	0	0
ATP5F1BP1_ENSG00000231635	0	0	0
AGBL5-AS1	0	0	0
USP17L29	0	0	0
LUARIS	0	0	0
YWHAQP8_ENSG00000231643	0	0	0
KRT17P6_ENSG00000231645	0	0	0
FSIP2-AS1	0	0.06	0.31
LINC01698	0	0	0
SPATA31B1P_ENSG00000231649	0	0	0
RFESDP1_ENSG00000231650	0	0	0
DLG3-AS1	0	0.65	0.32
AL590428.1	0	0	0
AC010731.3	0	0	0
RPS6KA2-AS1	0	0	0
EMP2P1_ENSG00000231655	0	0	0
RPS8P6_ENSG00000231660	0	0	0
ENSG00000231662	0	0	0
COA6-AS1	0.11	0	0
OGFOD1P1_ENSG00000231665	0	0	0
LINC01704	0	0	0
OR7E111P_ENSG00000231667	0	0	0
PPP2R2DP1_ENSG00000231668	0	0	0
LINC01307	0	0	0
DIRC3	0	0	0
LINC00410	0	0	0
ENSG00000231675	0	0	0
ENSG00000231678	0	0	0
LINC02723	0	0	0
ENSG00000231681	0	0	0
LINC01891	0	0	0
AL033397.1	0.64	0.03	0.07
EIF1P3_ENSG00000231684	0	0	0
ANKRD11P2_ENSG00000231686	0	0.04	0.06
RPL21P43_ENSG00000231688	0	0	0
LINC01090	0	0	0
LINC00574	0	0	0
ENSG00000231691	0	0	0.17
ENSG00000231694	0	0	0
NANOGP5_ENSG00000231697	0	0	0.24
ENSG00000231698	0	0	0
ENSG00000231699	0	0	0
ENSG00000231700	0	0	0
BMS1P13_ENSG00000231701	0	0	0
ENSG00000231702	0	0	0
ENSG00000231703	0	0	0
ENSG00000231704	0	0	0
ENSG00000231705	0	0	0
CYCSP43_ENSG00000231706	0	0	0
PABPC1P1_ENSG00000231707	0	0	0
LINC00899	0	0	0.03
H3P5_ENSG00000231712	0	0	0
ENSG00000231713	0.05	0.04	0.04
ENSG00000231714	0	0	0
COX6CP2_ENSG00000231715	0	0	0
CDY23P_ENSG00000231716	0	0	0
LINC02789	0	0	0
ENSG00000231720	0	0.34	0.16
LINC-PINT	0.29	0.24	0.81
CHMP4AP1_ENSG00000231722	0	0	0
CAPZBP1_ENSG00000231723	0	0	0
